"","o","nn","NUMB_C","NUMB_CN","NUMB_FR","NUMB_CM","NUMB_PV","NUMB_RC","DENS_CCN","DENS_CNFR","DENS_FRCM","DENS_CMPV","DENS_PVRC","Q_VAR","RCC_VAR","DENS_FRCM_m","DIFF_COST","Total cost of each product","CCB"
"C195",96,96,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,50.7611625212927,0.611580271340876
"C295",96,96,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,49.2388374787073,2.7354909710393
"C196",97,97,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,54.2383684092362,1.04304554633147
"C296",97,97,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,45.7616315907638,0.933910848791098
"C197",98,98,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,3.96039603960396,0.99009900990099
"C297",98,98,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.666666666666667,0,96.0396039603961,0.99009900990099
"C198",99,99,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,98.9004545882447,1.97800909176489
"C298",99,99,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,1.09954541175527,0.0215597139559857
"C199",100,100,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,81.1881188118812,0.99009900990099
"C299",100,100,2,3,3,3,3,4,0.4,0.4,0.4,0.4,0.4,-1,-1,0.555555555555556,0,18.8118811881188,0.99009900990099
