"","o","nn","NUMB_C","NUMB_CN","NUMB_FR","NUMB_CM","NUMB_PV","NUMB_RC","DENS_CCN","DENS_CNFR","DENS_FRCM","DENS_CMPV","DENS_PVRC","Q_VAR","RCC_VAR","DIFF_COST"
"1798",1798,98,3,3,3,9,3,3,2,2,0.5,1,2,-1,-1,-256492.663662488
"1799",1799,99,3,3,3,9,3,3,2,2,0.5,1,2,-1,-1,-265678.837294085
"1800",1800,100,3,3,3,9,3,3,2,2,0.5,1,2,-1,-1,133470.247024169
"1801",1801,1,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,2773809.36763016
"1802",1802,2,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-264008.952796937
"1803",1803,3,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,895102.160399219
"1804",1804,4,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,1094285.51123798
"1805",1805,5,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,876814.540233778
"1806",1806,6,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,513746.573410042
"1807",1807,7,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-211369.470009152
"1808",1808,8,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-270255.490428926
"1809",1809,9,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-68474.5335006481
"1810",1810,10,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,591377.827144313
"1811",1811,11,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,2026356.33525836
"1812",1812,12,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,391656.893163734
"1813",1813,13,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-190331.274405868
"1814",1814,14,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,160432.353007977
"1815",1815,15,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,6704154.52879329
"1816",1816,16,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,324547.082346677
"1817",1817,17,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-141704.004267465
"1818",1818,18,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,6061575.26079542
"1819",1819,19,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,477735.270036469
"1820",1820,20,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,3428150.9283074
"1821",1821,21,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,2364421.13069536
"1822",1822,22,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,1637741.12877618
"1823",1823,23,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,350934.649968093
"1824",1824,24,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,140474.378697763
"1825",1825,25,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,224412.511163079
"1826",1826,26,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,4963421.23706421
"1827",1827,27,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,4924158.92593303
"1828",1828,28,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,429947.598056071
"1829",1829,29,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-365835.336010739
"1830",1830,30,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,655107.523892569
"1831",1831,31,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,206613.575880039
"1832",1832,32,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,2205307.90549892
"1833",1833,33,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-141854.264195449
"1834",1834,34,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,2157226.15948918
"1835",1835,35,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,563878.372443752
"1836",1836,36,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,338352.648314488
"1837",1837,37,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,2238022.95280151
"1838",1838,38,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,1439999.57723029
"1839",1839,39,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,430488.550777137
"1840",1840,40,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-306853.263100993
"1841",1841,41,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,684449.744178631
"1842",1842,42,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,6531455.51009115
"1843",1843,43,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,93182.4256672866
"1844",1844,44,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,2264779.72526416
"1845",1845,45,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-91317.0542324843
"1846",1846,46,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,6162021.7058301
"1847",1847,47,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,6812754.03183801
"1848",1848,48,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,173968.446439843
"1849",1849,49,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,351914.853280629
"1850",1850,50,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,14411818.7678127
"1851",1851,51,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,1199277.92742829
"1852",1852,52,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-481286.799538909
"1853",1853,53,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,762460.32744163
"1854",1854,54,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,456807.140485031
"1855",1855,55,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,8680295.56318693
"1856",1856,56,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,569161.994647283
"1857",1857,57,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,16637.7846538063
"1858",1858,58,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,1877648.09843543
"1859",1859,59,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,843622.651457454
"1860",1860,60,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,3004387.17192757
"1861",1861,61,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,1115116.67394612
"1862",1862,62,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,364006.792525112
"1863",1863,63,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,229844.449235884
"1864",1864,64,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,86716.0173854803
"1865",1865,65,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,6359827.71889359
"1866",1866,66,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,20449.2185152761
"1867",1867,67,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,301443.999132539
"1868",1868,68,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,967734.774427711
"1869",1869,69,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-54521.4369714908
"1870",1870,70,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,1662529.97628133
"1871",1871,71,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,910586.295199273
"1872",1872,72,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,3187001.44298976
"1873",1873,73,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,4157736.57610616
"1874",1874,74,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-492786.620571549
"1875",1875,75,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,220355.161268772
"1876",1876,76,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,6729990.31574467
"1877",1877,77,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-809656.346938312
"1878",1878,78,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,1196021.63254164
"1879",1879,79,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,441847.907860813
"1880",1880,80,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,27867.660657392
"1881",1881,81,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,1149972.76901751
"1882",1882,82,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,66171.8604581981
"1883",1883,83,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,17823007.3818501
"1884",1884,84,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,3091067.95990215
"1885",1885,85,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,334694.152195431
"1886",1886,86,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,184080.300466564
"1887",1887,87,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,548020.799617103
"1888",1888,88,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,647128.963282463
"1889",1889,89,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,60896.6043427497
"1890",1890,90,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,666388.839029339
"1891",1891,91,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,887944.681115503
"1892",1892,92,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,24249254.6181246
"1893",1893,93,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,1447811.60183457
"1894",1894,94,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-514440.485988435
"1895",1895,95,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-83512.3502778794
"1896",1896,96,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,282007.612187615
"1897",1897,97,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,1903246.69650669
"1898",1898,98,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,1928963.69695736
"1899",1899,99,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-71697.7233691315
"1900",1900,100,3,3,3,9,3,3,2,2,0.6,0.2,2,-1,-1,-62824.4578465237
"1901",1901,1,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,91038.182781521
"1902",1902,2,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-150362.657652663
"1903",1903,3,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,277697.623362448
"1904",1904,4,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-206055.84414032
"1905",1905,5,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,355983.766976258
"1906",1906,6,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-365871.399214667
"1907",1907,7,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-313211.692969082
"1908",1908,8,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,63480.8185448844
"1909",1909,9,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,29361.5745709236
"1910",1910,10,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,372685.191407486
"1911",1911,11,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-313398.27399709
"1912",1912,12,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,586427.10083991
"1913",1913,13,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,1082792.50861659
"1914",1914,14,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-90048.370666763
"1915",1915,15,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-183936.487090746
"1916",1916,16,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-241738.551337249
"1917",1917,17,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-294407.484312538
"1918",1918,18,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,530327.976578105
"1919",1919,19,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-528964.929165489
"1920",1920,20,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,185311.244182836
"1921",1921,21,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,14684.1875912511
"1922",1922,22,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-273885.764930892
"1923",1923,23,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-358877.871773329
"1924",1924,24,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-225251.44309683
"1925",1925,25,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-15594.730665508
"1926",1926,26,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,781593.07754593
"1927",1927,27,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,1344664.22462718
"1928",1928,28,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,646374.6172624
"1929",1929,29,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-345279.138113834
"1930",1930,30,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,202092.133520339
"1931",1931,31,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,1979797.72745606
"1932",1932,32,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-140143.764714418
"1933",1933,33,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-77254.1785560869
"1934",1934,34,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,358369.798852243
"1935",1935,35,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-8225.05348218846
"1936",1936,36,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-342571.670480468
"1937",1937,37,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-187479.916656116
"1938",1938,38,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,322671.820651866
"1939",1939,39,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-321513.769258266
"1940",1940,40,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,792213.966359356
"1941",1941,41,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-185508.94875019
"1942",1942,42,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-272030.952913755
"1943",1943,43,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,49767.9049822173
"1944",1944,44,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,3645288.83567669
"1945",1945,45,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,302337.263203525
"1946",1946,46,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,1993360.72532056
"1947",1947,47,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-536165.563466755
"1948",1948,48,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-221761.078489276
"1949",1949,49,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,153880.113746821
"1950",1950,50,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,3322681.83023707
"1951",1951,51,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-364822.624050745
"1952",1952,52,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,1503917.60896234
"1953",1953,53,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,889509.188438299
"1954",1954,54,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-306404.759942922
"1955",1955,55,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,2339270.14971247
"1956",1956,56,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,1233449.93440054
"1957",1957,57,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,337270.590812365
"1958",1958,58,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-506727.255925651
"1959",1959,59,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,324309.658723117
"1960",1960,60,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,468363.683376408
"1961",1961,61,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-52210.5664545129
"1962",1962,62,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-550678.313194678
"1963",1963,63,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,155845.971651266
"1964",1964,64,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-74348.6563327968
"1965",1965,65,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-68124.8892915563
"1966",1966,66,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,1549767.98300516
"1967",1967,67,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-245471.797243733
"1968",1968,68,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-91294.1974396246
"1969",1969,69,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-330914.412599039
"1970",1970,70,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,413522.360208999
"1971",1971,71,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,430065.760899947
"1972",1972,72,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,445089.033558703
"1973",1973,73,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,731300.045941913
"1974",1974,74,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-375278.486754683
"1975",1975,75,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,105505.645914007
"1976",1976,76,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-222183.750245764
"1977",1977,77,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-221572.767369418
"1978",1978,78,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-21263.1276359118
"1979",1979,79,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-632199.724697419
"1980",1980,80,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,80891.9877885321
"1981",1981,81,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-237179.010834407
"1982",1982,82,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,708752.661566286
"1983",1983,83,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,163951.534430811
"1984",1984,84,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,319873.338386782
"1985",1985,85,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,14365.8323887149
"1986",1986,86,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,177597.988235282
"1987",1987,87,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,1403030.94903494
"1988",1988,88,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,3242739.408358
"1989",1989,89,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-395516.986509106
"1990",1990,90,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,500737.385537106
"1991",1991,91,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-64056.0750152128
"1992",1992,92,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-108764.293306286
"1993",1993,93,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-200517.060724848
"1994",1994,94,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,2504675.31751682
"1995",1995,95,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,340713.457291586
"1996",1996,96,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,87109.0579665277
"1997",1997,97,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,120885.388175549
"1998",1998,98,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,350417.140549025
"1999",1999,99,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,-289146.326679735
"2000",2000,100,3,3,3,9,3,3,2,2,0.6,0.4,2,-1,-1,220959.041131863
"2001",2001,1,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-258641.168324791
"2002",2002,2,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,49607.1869604274
"2003",2003,3,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,348125.149902844
"2004",2004,4,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-542144.809063054
"2005",2005,5,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-8751.28100397417
"2006",2006,6,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,291665.825257654
"2007",2007,7,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,194856.742403394
"2008",2008,8,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,439879.422013453
"2009",2009,9,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-112608.858784723
"2010",2010,10,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-500717.054395574
"2011",2011,11,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-365978.559518886
"2012",2012,12,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,1369655.20942685
"2013",2013,13,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-284877.610433005
"2014",2014,14,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,257906.177042554
"2015",2015,15,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-397725.943377881
"2016",2016,16,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,45742.5783839425
"2017",2017,17,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-206319.704818314
"2018",2018,18,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-446457.96666055
"2019",2019,19,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-86120.5227964048
"2020",2020,20,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-309700.446606412
"2021",2021,21,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-303085.384503464
"2022",2022,22,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-84051.7327413127
"2023",2023,23,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-478408.319644726
"2024",2024,24,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,398154.749565605
"2025",2025,25,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-452448.241980773
"2026",2026,26,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-201624.045343141
"2027",2027,27,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-234954.176792352
"2028",2028,28,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,122024.733770062
"2029",2029,29,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-285925.22053279
"2030",2030,30,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,168357.550290211
"2031",2031,31,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-151714.11349778
"2032",2032,32,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,280665.97699375
"2033",2033,33,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,104261.087853241
"2034",2034,34,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-236107.293669786
"2035",2035,35,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-406929.281324739
"2036",2036,36,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-126371.94878863
"2037",2037,37,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,1498335.29640852
"2038",2038,38,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-71501.9090720216
"2039",2039,39,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,113578.423588838
"2040",2040,40,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,436039.556388712
"2041",2041,41,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,39941.305232944
"2042",2042,42,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-448786.37797775
"2043",2043,43,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-255069.112478436
"2044",2044,44,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-6214.62050404935
"2045",2045,45,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-231391.988134247
"2046",2046,46,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-406852.061248256
"2047",2047,47,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-261058.753602273
"2048",2048,48,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-113227.029298054
"2049",2049,49,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-112193.548724276
"2050",2050,50,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-252962.840823791
"2051",2051,51,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,192869.699835769
"2052",2052,52,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,500414.115542292
"2053",2053,53,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,91529.1016983582
"2054",2054,54,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,94880.3199379582
"2055",2055,55,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,159534.507237364
"2056",2056,56,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-348886.356589225
"2057",2057,57,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-96528.3856921947
"2058",2058,58,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,109813.361105013
"2059",2059,59,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-515284.653149488
"2060",2060,60,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-397527.476861772
"2061",2061,61,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-260700.308823267
"2062",2062,62,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-16096.1336895713
"2063",2063,63,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,448849.698640384
"2064",2064,64,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,14552.1590208603
"2065",2065,65,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,41211.4834435368
"2066",2066,66,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,736513.04753442
"2067",2067,67,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-553812.468173133
"2068",2068,68,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-358993.482424535
"2069",2069,69,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,2263118.59408439
"2070",2070,70,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-280615.054299711
"2071",2071,71,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,295596.94691055
"2072",2072,72,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-261718.153527678
"2073",2073,73,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,229824.243655265
"2074",2074,74,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,412032.757088322
"2075",2075,75,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,97963.6507129123
"2076",2076,76,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-181442.145722472
"2077",2077,77,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-147717.485180518
"2078",2078,78,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-300948.271145118
"2079",2079,79,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-325795.399060222
"2080",2080,80,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,-25238.1406597895
"2081",2081,81,3,3,3,9,3,3,2,2,0.6,0.5,2,-1,-1,682300.445696254
